	MW[2]	Sv[3]	Se[4]	Sp[5]	Ss[6]	Mv[7]	Me[8]	Mp[9]	Ms[10]	nAT[11]	nSK[12]	nBT[13]	nBO[14]	nH[19]	nC[20]	nO[22]	nCIR[48]	ZM1[61]	ZM2[62]	BAC[75]	ICR[76]	S1K[89]	S2K[90]	S3K[91]	CSI[92]	PJI2[93]	AECC[95]	DECC[96]	UNIP[97]	CENT[98]	VAR[99]	GMTI[103]	PW2[104]	PW3[105]	PW4[106]	PW5[107]	ZM1V[112]	ZM2V[113]	SMTIV[114]	GMTIV[115]	LPRS[117]	PHI[118]	BLI[119]	W[120]	WA[121]	VDA[122]	SMTI[123]	J[125]	ATS1m[231]	ATS2m[232]	ATS3m[233]	ATS4m[234]	ATS5m[235]	ATS6m[236]	ATS7m[237]	ATS8m[238]	ATS1v[239]	ATS2v[240]	ATS3v[241]	ATS4v[242]	ATS5v[243]	ATS6v[244]	ATS7v[245]	ATS8v[246]	ATS1e[247]	ATS2e[248]	ATS3e[249]	ATS4e[250]	ATS5e[251]	ATS6e[252]	ATS7e[253]	ATS8e[254]	ATS1p[255]	ATS2p[256]	ATS3p[257]	ATS4p[258]	ATS5p[259]	ATS6p[260]	ATS7p[261]	ATS8p[262]	MATS1m[263]	MATS2m[264]	MATS3m[265]	MATS4m[266]	MATS5m[267]	MATS6m[268]	MATS7m[269]	MATS8m[270]	MATS1v[271]	MATS2v[272]	MATS3v[273]	MATS4v[274]	MATS5v[275]	MATS6v[276]	MATS7v[277]	MATS8v[278]	MATS1e[279]	MATS2e[280]	MATS3e[281]	MATS4e[282]	MATS5e[283]	MATS6e[284]	MATS7e[285]	MATS8e[286]	MATS1p[287]	MATS2p[288]	MATS3p[289]	MATS4p[290]	MATS5p[291]	MATS6p[292]	MATS7p[293]	MATS8p[294]	GATS1m[295]	GATS2m[296]	GATS3m[297]	GATS4m[298]	GATS5m[299]	GATS6m[300]	GATS7m[301]	GATS8m[302]	GATS1v[303]	GATS2v[304]	GATS3v[305]	GATS4v[306]	GATS5v[307]	GATS6v[308]	GATS7v[309]	GATS8v[310]	GATS1e[311]	GATS2e[312]	GATS3e[313]	GATS4e[314]	GATS5e[315]	GATS6e[316]	GATS7e[317]	GATS8e[318]	GATS1p[319]	GATS2p[320]	GATS3p[321]	GATS4p[322]	GATS5p[323]	GATS6p[324]	GATS7p[325]	GATS8p[326]	MAXDN[382]	MAXDP[383]	DELS[384]	ARR[853]	SCBO[884]	RBN[885]	RBF[886]	Qindex[890]	SNar[891]	HNar[892]	GNar[893]	Xt[894]	Dz[895]	Ram[896]	Pol[897]	MSD[898]	Xu[899]	SPI[900]	Har[902]	QW[903]	TI1[904]	TI2[905]	HyDp[906]	RHyDp[907]	w[908]	ww[909]	Rww[910]	D/D[911]	Wap[912]	WhetZ[913]	Whetm[914]	Whetv[915]	Whete[916]	Whetp[917]	JhetZ[918]	Jhetm[919]	Jhetv[920]	Jhete[921]	Jhetp[922]	S0K[943]	ECC[944]	MDDD[945]	Lop[946]	STN[984]	D/Dr06[1051]	D/Dr10[1055]	T(O,,O)[1066]	TIE[1172]	Har2[2763]	ISIZ[57]	IAC[59]	AAC[60]	X0[63]	X1[64]	X2[65]	X0A[66]	X1A[67]	X2A[68]	X0v[69]	X1v[70]	X2v[71]	X0Av[72]	X1Av[73]	X2Av[74]	IDE[77]	IDM[78]	IDDE[79]	IDDM[80]	IDMT[81]	IDET[82]	IVDE[83]	LP1[101]	TWC[102]	TPC[108]	PCR[110]	PCD[111]	XMOD[116]	MWC01[126]	MWC02[127]	MWC03[128]	MWC04[129]	MWC05[130]	MWC06[131]	MWC07[132]	MWC08[133]	MWC09[134]	MWC10[135]	SRW01[136]	SRW02[137]	SRW04[139]	SRW06[141]	SRW08[143]	SRW10[145]	GGI1[210]	GGI2[211]	GGI3[212]	GGI4[213]	GGI5[214]	GGI6[215]	GGI7[216]	GGI8[217]	GGI9[218]	GGI10[219]	JGI1[220]	JGI2[221]	JGI3[222]	JGI4[223]	JGI5[224]	JGI6[225]	JGI7[226]	JGI8[227]	JGI9[228]	JGI10[229]	JGT[230]	DP01[338]	DP02[339]	DP03[340]	DP04[341]	DP05[342]	DP06[343]	DP07[344]	DP08[345]	DP09[346]	DP10[347]	DP11[348]	DP12[349]	DP13[350]	DP14[351]	DP15[352]	DP16[353]	DP17[354]	DP18[355]	DP19[356]	DP20[357]	SP01[358]	SP02[359]	SP03[360]	SP04[361]	SP05[362]	SP06[363]	SP07[364]	SP08[365]	SP09[366]	SP10[367]	SP11[368]	SP12[369]	SP13[370]	SP14[371]	SP15[372]	SP16[373]	SP17[374]	SP18[375]	SP19[376]	SP20[377]	SHP2[395]	Ui[851]	Hy[852]	X3[923]	X4[924]	X5[925]	X3A[926]	X4A[927]	X5A[928]	X3v[929]	X4v[930]	X5v[931]	X3Av[932]	X4Av[933]	X5Av[934]	X0sol[935]	X1sol[936]	X2sol[937]	X3sol[938]	X4sol[939]	X5sol[940]	RDCHI[941]	RDSQ[942]	IVDM[947]	HVcpx[948]	HDcpx[949]	Uindex[950]	Vindex[951]	Xindex[952]	Yindex[953]	IC0[954]	TIC0[955]	SIC0[956]	CIC0[957]	BIC0[958]	IC1[959]	TIC1[960]	SIC1[961]	CIC1[962]	BIC1[963]	IC2[964]	TIC2[965]	SIC2[966]	CIC2[967]	BIC2[968]	IC3[969]	TIC3[970]	SIC3[971]	CIC3[972]	BIC3[973]	IC4[974]	TIC4[975]	SIC4[976]	CIC4[977]	BIC4[978]	IC5[979]	TIC5[980]	SIC5[981]	CIC5[982]	BIC5[983]	Eig1Z[985]	Eig1m[986]	Eig1v[987]	Eig1e[988]	Eig1p[989]	SEigZ[990]	SEigm[991]	SEigv[992]	SEige[993]	SEigp[994]	AEigZ[995]	AEigm[996]	AEigv[997]	AEige[998]	AEigp[999]	VEA1[1000]	VEA2[1001]	VRA1[1002]	VRA2[1003]	VED1[1004]	VED2[1005]	VRD1[1006]	VRD2[1007]	VEZ1[1008]	VEZ2[1009]	VRZ1[1010]	VRZ2[1011]	VEm1[1012]	VEm2[1013]	VRm1[1014]	VRm2[1015]	VEv1[1016]	VEv2[1017]	VRv1[1018]	VRv2[1019]	VEe1[1020]	VEe2[1021]	VRe1[1022]	VRe2[1023]	VEp1[1024]	VEp2[1025]	VRp1[1026]	VRp2[1027]	MPC03[1029]	MPC04[1030]	MPC05[1031]	MPC06[1032]	MPC07[1033]	MPC08[1034]	MPC09[1035]	MPC10[1036]	piPC03[1037]	piPC04[1038]	piPC05[1039]	piPC06[1040]	piPC07[1041]	piPC08[1042]	piPC09[1043]	piPC10[1044]	piID[1045]	CID[1046]	BID[1047]	nHDon[1476]	nHAcc[1477]	C-005[1482]	BEHm1[1094]	BEHm2[1095]	BEHm3[1096]	BEHm4[1097]	BEHm5[1098]	BEHm6[1099]	BEHm7[1100]	BEHm8[1101]	BELm1[1102]	BELm2[1103]	BELm3[1104]	BELm4[1105]	BELm5[1106]	BELm6[1107]	BELm7[1108]	BELm8[1109]	BEHv1[1110]	BEHv2[1111]	BEHv3[1112]	BEHv4[1113]	BEHv5[1114]	BEHv6[1115]	BEHv7[1116]	BEHv8[1117]	BELv1[1118]	BELv2[1119]	BELv3[1120]	BELv4[1121]	BELv5[1122]	BELv6[1123]	BELv7[1124]	BELv8[1125]	BEHe1[1126]	BEHe2[1127]	BEHe3[1128]	BEHe4[1129]	BEHe5[1130]	BEHe6[1131]	BEHe7[1132]	BEHe8[1133]	BELe1[1134]	BELe2[1135]	BELe3[1136]	BELe4[1137]	BELe5[1138]	BELe6[1139]	BELe7[1140]	BELe8[1141]	BEHp1[1142]	BEHp2[1143]	BEHp3[1144]	BEHp4[1145]	BEHp5[1146]	BEHp6[1147]	BEHp7[1148]	BEHp8[1149]	BELp1[1150]	BELp2[1151]	BELp3[1152]	BELp4[1153]	BELp5[1154]	BELp6[1155]	BELp7[1156]	BELp8[1157]	SaaCH[873,0,14,0]	SaaCH,Count[873,0,17,0]	SaasC[873,0,14,0]	SaasC,Count[873,0,17,0]	SdO[873,0,14,0]	SdssC[873,0,14,0]	SdssC,Count[873,0,17,0]	SssO[873,0,14,0]	SssO,Count[873,0,17,0]	SdO(keto)[1606,0,14,0]	SdssC(cyc)[1607,0,14,0]	SdssC(cyc),Count[1607,0,17,0]	SssO(cyc)[1607,0,14,0]	SssO(cyc),Count[1607,0,17,0]	SaaCH,ar[1608,0,14,0]	SaaCH,ar,Count[1608,0,17,0]	SaasC,ar[1608,0,14,0]	SaasC,ar,Count[1608,0,17,0]	SdO,2[1608,0,14,0]	SdssC,2[1608,0,14,0]	SdssC,2,Count[1608,0,17,0]	SssO,3[1608,0,14,0]	SssO,3,Count[1608,0,17,0]	Se1C3C3ad[1609,0,14,0]	Se1C3O2as[1609,0,14,0]	Se1C3O2as,Count[1609,0,17,0]	Se2C3O1s[1609,0,14,0]	SeaC2C3aa[1609,0,14,0]	SeaC2C3aa,Count[1609,0,17,0]	SeaC3C3aa[1609,0,14,0]	SeaC3C3aa,Count[1609,0,17,0]	qA1	qA2	qA3	qA4	qA5	qA6	q1	q2	q3	q4	q5	qB1	qB2	qB3	qB4	qB5	qB6	SqA	SqB	Lumo	Gap	D	Dx	Dy	Dz	Pol	Etotal	Eli	EHF	Eel	Enu	RM	Vol	�rea	Alog P	Mol Log S	Homo	Log (1/ID50)
mol1	222.250000	19.010000	27.070000	19.719999	38.830002	0.700000	1.000000	0.730000	2.280000	27.000000	17.000000	29.000000	19.000000	10.000000	15.000000	2.000000	4.000000	90.000000	106.000000	2.000000	2.257000	10.003000	4.002000	1.792000	259.000000	0.800000	6.941000	1.017000	43.000000	269.000000	38.000000	2359.000000	0.573000	0.340000	0.193000	0.107000	242.000000	255.000000	3811.000000	6331.000000	68.973000	2.355000	0.857000	500.000000	3.676000	58.824001	2265.000000	1.629000	3.044000	3.367000	3.390000	3.210000	2.962000	2.685000	2.335000	1.609000	2.920000	3.181000	3.140000	2.909000	2.776000	2.567000	2.253000	1.609000	3.044000	3.366000	3.388000	3.208000	2.961000	2.685000	2.335000	1.609000	2.910000	3.167000	3.120000	2.887000	2.761000	2.558000	2.246000	1.609000	-0.046000	-0.128000	-0.215000	0.160000	-0.133000	-0.041000	0.007000	0.133000	-0.046000	-0.128000	-0.215000	0.160000	-0.133000	-0.041000	0.007000	0.133000	-0.046000	-0.128000	-0.215000	0.160000	-0.133000	-0.041000	0.007000	0.133000	-0.046000	-0.128000	-0.215000	0.160000	-0.133000	-0.041000	0.007000	0.133000	0.716000	1.046000	1.395000	1.295000	1.067000	0.697000	0.504000	0.000000	0.716000	1.046000	1.395000	1.295000	1.067000	0.697000	0.504000	0.000000	0.716000	1.046000	1.395000	1.295000	1.067000	0.697000	0.504000	0.000000	0.716000	1.046000	1.395000	1.295000	1.067000	0.697000	0.504000	0.000000	1.675000	4.913000	14.283000	0.632000	27.000000	1.000000	0.034000	14.000000	13.118000	2.082000	2.163000	0.276000	36.000000	5.000000	26.000000	0.253000	16.837999	4.537000	31.000999	339.552002	32.804001	2.299000	1432.000000	36.306999	1254.000000	7197.000000	6.282000	57.030998	4401.000000	367.000000	367.072998	455.457001	367.389008	471.714996	2.200000	2.199000	1.770000	2.197000	1.714000	65.487000	118.000000	9.363000	0.481000	5.347000	117.750000	62.228001	4.000000	20.997000	53.380001	128.382004	34.558998	1.280000	11.665000	8.343000	7.315000	0.686000	0.439000	0.281000	9.090000	5.428000	3.837000	0.535000	0.286000	0.148000	2.885000	6.878000	3.735000	4.063000	3438.881104	392.401001	1.166000	2.419000	107.887001	70.120003	1.507000	35.567001	51.453999	19.000000	4.511000	5.361000	6.232000	7.101000	7.980000	8.854000	9.736000	10.614000	11.497000	17.000000	38.000000	142.000000	656.000000	3334.000000	17788.000000	2.500000	1.778000	0.938000	0.898000	0.507000	0.123000	0.080000	0.032000	0.000000	0.000000	0.132000	0.068000	0.036000	0.043000	0.030000	0.009000	0.009000	0.008000	0.000000	0.000000	0.335000	4.197000	5.126000	5.806000	6.297000	6.631000	6.829000	6.907000	6.878000	6.752000	6.537000	6.240000	5.869000	5.427000	4.920000	4.354000	3.735000	3.073000	2.384000	1.701000	1.079000	3.965000	5.014000	5.794000	6.364000	6.760000	7.007000	7.123000	7.124000	7.021000	0.824000	6.541000	6.180000	5.746000	5.245000	4.683000	4.065000	3.399000	2.698000	1.989000	1.319000	0.418000	3.907000	-0.865000	6.295000	5.406000	4.478000	0.180000	0.118000	0.076000	2.693000	1.849000	1.260000	0.077000	0.040000	0.021000	11.665000	8.343000	7.315000	6.295000	5.406000	4.478000	2.991000	122.332001	4.043000	2.831000	1.572000	23.652000	0.286000	0.426000	0.850000	1.280000	34.558998	0.269000	3.475000	0.246000	2.394000	64.633003	0.503000	2.361000	0.460000	3.092000	83.487999	0.650000	1.663000	0.594000	3.899000	105.263000	0.820000	0.856000	0.748000	4.357000	117.626999	0.916000	0.398000	0.836000	4.459000	120.382004	0.938000	0.296000	0.856000	44.355999	44.363998	54.837002	44.401001	56.904999	0.500000	0.499000	-1.908000	0.493000	-2.400000	88.210999	88.228996	111.927002	88.307999	117.272003	3.757000	0.221000	18.434000	1.084000	4.069000	0.239000	18.495001	1.088000	4.076000	0.240000	18.490000	1.088000	4.076000	0.240000	8.490000	1.088000	4.076000	0.240000	18.489000	1.088000	4.076000	0.240000	18.490000	1.088000	4.072000	0.240000	18.490000	1.088000	35.000000	46.000000	59.000000	58.000000	64.000000	65.000000	66.000000	52.000000	4.505000	5.059000	5.594000	5.725000	6.115000	6.422000	6.771000	6.888000	105.686996	35.290001	17.351999	0.000000	2.000000	0.000000	3.943000	3.737000	3.308000	2.888000	2.650000	2.617000	2.400000	2.238000	2.002000	1.907000	1.472000	1.082000	1.076000	0.972000	0.792000	0.360000	3.903000	3.745000	3.271000	2.790000	2.647000	2.636000	2.386000	2.038000	2.018000	1.880000	1.485000	1.070000	0.996000	0.922000	0.723000	0.566000	3.976000	3.794000	3.374000	2.938000	2.769000	2.749000	2.516000	2.353000	1.927000	1.802000	1.346000	0.881000	0.799000	0.750000	0.518000	0.175000	3.904000	3.749000	3.274000	2.793000	2.660000	2.644000	2.396000	2.029000	2.015000	1.869000	1.477000	1.064000	0.966000	0.901000	0.699000	0.563000	16.901180	9.000000	2.154060	3.000000	11.912850	0.597230	2.000000	5.728660	1.000000	11.912850	0.597230	2.000000	5.728660	1.000000	16.901180	9.000000	2.154060	3.000000	11.912850	0.597230	2.000000	5.728660	1.000000	1.412550	3.654880	1.000000	7.775890	5.905660	4.000000	0.762410	1.000000	-0.223000	0.132000	-0.200000	-0.038000	-0.262000	0.164000	0.315000	-0.292000	0.130000	-0.281000	-0.135000	-0.064000	-0.089000	-0.136000	-0.109000	-0.135000	-0.098000	-0.427000	-0.631000	-0.653000	8.501000	3.650000	1.754000	2.241000	-2.285000	150.899994	-69585.859375	-3297.010010	-33.970001	-407011.250000	337425.406250	66.669998	690.150024	329.269989	2.030000	-4.450000	-9.154000	-0.643453
mol2	238.250000	19.520000	28.400000	20.170000	44.500000	0.700000	1.010000	0.720000	2.470000	28.000000	18.000000	30.000000	20.000000	10.000000	15.000000	3.000000	4.000000	96.000000	113.000000	5.000000	2.530000	10.903000	4.222000	2.006000	294.000000	1.000000	7.500000	1.278000	49.000000	300.000000	42.000000	2724.000000	0.582000	0.339000	0.188000	0.112000	274.000000	281.000000	4700.000000	8236.000000	74.980003	2.558000	0.834000	591.000000	3.863000	65.667000	2638.000000	1.627000	3.106000	3.455000	3.476000	3.312000	3.187000	2.772000	2.457000	2.037000	2.947000	3.223000	3.183000	2.963000	2.838000	2.605000	2.305000	1.796000	3.105000	3.454000	3.474000	3.310000	3.185000	2.771000	2.456000	2.035000	2.935000	3.204000	3.159000	2.936000	2.815000	2.593000	2.293000	1.776000	-0.040000	-0.143000	-0.229000	-0.009000	0.380000	-0.057000	-0.040000	-0.200000	-0.040000	-0.143000	-0.229000	-0.009000	0.380000	-0.057000	-0.040000	0.200000	-0.040000	-0.143000	-0.229000	-0.009000	0.380000	-0.057000	-0.040000	-0.200000	-0.040000	-0.143000	-0.229000	-0.009000	0.380000	-0.057000	-0.040000	-0.200000	0.680000	0.971000	1.214000	1.183000	0.850000	0.729000	0.680000	1.133000	0.680000	0.971000	1.214000	1.183000	0.850000	0.729000	0.680000	1.133000	0.680000	0.971000	1.214000	1.183000	0.850000	0.729000	0.680000	1.133000	0.680000	0.971000	1.214000	1.183000	0.850000	0.729000	0.680000	1.133000	1.828000	4.954000	20.974001	0.600000	28.000000	1.000000	0.033000	15.000000	13.523000	2.000000	2.120000	0.272000	39.000000	6.000000	28.000000	0.252000	17.775000	6.926000	33.082001	400.700012	36.669998	2.354000	1782.000000	38.909000	1417.000000	8139.000000	7.602000	66.811996	5072.000000	433.375000	433.467987	546.437012	433.875000	567.252014	2.202000	2.201000	1.757000	2.199000	1.699000	71.058998	135.000000	10.889000	0.584000	5.347000	127.808998	67.314003	14.000000	27.219999	58.028999	134.606003	38.028000	1.358000	12.535000	8.737000	7.949000	0.696000	0.437000	0.284000	9.460000	5.562000	4.021000	0.526000	0.278000	0.144000	2.990000	7.038000	3.503000	4.142000	4159.557129	457.463013	1.352000	2.433000	110.609001	72.791000	1.484000	35.261002	54.394001	20.000000	4.575000	5.425000	6.304000	7.175000	8.060000	8.939000	9.826000	10.709000	11.596000	18.000000	40.000000	152.000000	706.000000	3600.000000	19290.000000	3.500000	2.000000	1.000000	1.249000	0.535000	0.202000	0.142000	0.082000	0.030000	0.012000	0.175000	0.071000	0.036000	0.054000	0.027000	0.014000	0.014000	0.014000	0.010000	0.012000	0.428000	4.304000	5.295000	6.047000	6.620000	7.045000	7.343000	7.529000	7.615000	7.610000	7.520000	7.354000	7.115000	6.810000	6.441000	6.012000	5.528000	4.991000	4.405000	3.776000	3.111000	4.006000	5.103000	5.942000	6.586000	7.069000	7.415000	7.641000	7.761000	7.785000	0.722000	7.579000	7.361000	7.074000	6.721000	6.307000	5.835000	5.309000	4.732000	4.109000	3.445000	0.425000	3.907000	-0.334000	6.638000	5.605000	4.886000	0.179000	0.114000	0.075000	2.769000	1.889000	1.308000	0.075000	0.039000	0.020000	12.535000	8.737000	7.949000	6.638000	5.605000	4.886000	3.049000	132.940002	4.109000	2.915000	1.588000	25.674999	0.278000	0.417000	0.818000	1.358000	38.028000	0.283000	3.449000	0.259000	2.788000	78.077003	0.580000	2.019000	0.531000	3.638000	101.850998	0.757000	1.170000	0.693000	4.352000	121.850998	0.905000	0.456000	0.829000	4.522000	126.606003	0.941000	0.286000	0.862000	4.522000	126.606003	0.941000	0.286000	0.862000	49.702999	49.713001	62.576000	49.758999	65.069000	0.750000	0.748000	-2.862000	0.740000	-3.601000	98.654999	98.678001	128.373001	98.778000	134.856003	3.837000	0.213000	19.429001	1.079000	4.180000	0.232000	19.503000	1.083000	4.186000	0.233000	19.499001	1.083000	4.186000	0.233000	9.499000	1.083000	4.181000	0.232000	19.506001	1.084000	4.186000	0.233000	19.499001	1.083000	4.177000	0.232000	19.507999	1.084000	37.000000	49.000000	65.000000	64.000000	72.000000	75.000000	78.000000	62.000000	4.554000	5.115000	5.678000	5.823000	6.208000	6.518000	6.891000	7.010000	108.052002	37.140999	18.334000	1.000000	3.000000	0.000000	3.952000	3.747000	3.339000	2.891000	2.758000	2.617000	2.407000	2.267000	1.996000	1.896000	1.462000	1.082000	1.071000	0.955000	0.786000	0.462000	3.905000	3.748000	3.277000	2.790000	2.668000	2.647000	2.393000	2.041000	2.020000	1.883000	1.496000	1.081000	0.996000	0.984000	0.757000	0.588000	3.982000	3.801000	3.393000	2.942000	2.829000	2.769000	2.531000	2.374000	1.927000	1.802000	1.346000	0.881000	0.799000	0.763000	0.525000	0.177000	3.906000	3.751000	3.278000	2.793000	2.669000	2.660000	2.402000	2.031000	2.019000	1.874000	1.493000	1.075000	0.976000	0.966000	0.731000	0.589000	13.941390	8.000000	1.764510	4.000000	11.953970	0.365550	2.000000	5.672550	1.000000	11.953970	0.365550	2.000000	5.672550	1.000000	13.941390	8.000000	1.764510	4.000000	11.953970	0.365550	2.000000	5.672550	1.000000	1.271110	3.625720	1.000000	7.812970	7.859830	6.000000	0.664030	1.000000	-0.158000	0.060000	-0.120000	-0.161000	0.046000	-0.076000	0.315000	-0.293000	0.130000	-0.284000	-0.136000	-0.064000	-0.089000	-0.137000	-0.110000	-0.135000	-0.098000	-0.425000	-0.648000	-0.803000	8.225000	4.751000	-1.890000	3.565000	-2.510000	152.399994	-69588.203125	-3299.300049	-36.250000	-402533.031250	332944.906250	68.669998	690.500000	344.850006	2.030000	-4.450000	-9.028000	0.698970
mol3	238.250000	19.520000	28.400000	20.170000	44.500000	0.700000	1.010000	0.720000	2.470000	28.000000	18.000000	30.000000	20.000000	10.000000	15.000000	3.000000	4.000000	96.000000	113.000000	5.000000	2.261000	10.903000	4.222000	2.006000	278.000000	0.800000	7.111000	1.025000	48.000000	308.000000	42.000000	2700.000000	0.582000	0.338000	0.188000	0.108000	274.000000	281.000000	4654.000000	8140.000000	74.846001	2.558000	0.834000	586.000000	3.830000	65.111000	2616.000000	1.638000	3.106000	3.455000	3.476000	3.328000	3.091000	2.950000	2.565000	2.037000	2.947000	3.223000	3.183000	2.950000	2.837000	2.661000	2.355000	1.796000	3.105000	3.454000	3.474000	3.326000	3.089000	2.948000	2.564000	2.035000	2.935000	3.204000	3.159000	2.923000	2.817000	2.641000	2.338000	1.776000	-0.040000	-0.143000	-0.229000	0.252000	-0.179000	0.200000	-0.127000	-0.200000	-0.040000	-0.143000	-0.229000	0.252000	-0.179000	0.200000	-0.127000	0.200000	-0.040000	-0.143000	-0.229000	0.252000	-0.179000	0.200000	-0.127000	-0.200000	-0.040000	-0.143000	-0.229000	0.252000	-0.179000	0.200000	-0.127000	-0.200000	0.680000	0.971000	1.214000	1.035000	1.074000	0.850000	0.927000	1.133000	0.680000	0.971000	1.214000	1.035000	1.074000	0.850000	0.927000	1.133000	0.680000	0.971000	1.214000	1.035000	1.074000	0.850000	0.927000	1.133000	0.680000	0.971000	1.214000	1.035000	1.074000	0.850000	0.927000	1.133000	1.782000	4.943000	21.025000	0.600000	28.000000	1.000000	0.033000	15.000000	13.523000	2.000000	2.120000	0.272000	39.000000	6.000000	28.000000	0.248000	17.730000	6.897000	33.096001	400.614014	36.661999	2.349000	1737.000000	38.932999	1412.000000	8074.000000	7.613000	66.695999	5072.000000	429.375000	429.470001	557.625000	429.881012	581.888000	2.220000	2.219000	1.727000	2.217000	1.663000	71.058998	128.000000	10.543000	0.584000	5.347000	127.648003	67.314003	14.000000	27.139000	58.094002	134.606003	38.028000	1.358000	12.535000	8.737000	7.949000	0.696000	0.437000	0.284000	9.460000	5.562000	4.021000	0.526000	0.278000	0.144000	2.944000	7.046000	3.308000	4.144000	4129.025879	450.414001	1.352000	2.433000	110.606003	72.758003	1.484000	35.245998	54.394001	20.000000	4.575000	5.425000	6.304000	7.174000	8.061000	8.937000	9.827000	10.706000	11.598000	18.000000	40.000000	152.000000	706.000000	3600.000000	19280.000000	3.500000	2.000000	1.125000	1.089000	0.646000	0.245000	0.142000	0.053000	0.016000	0.000000	0.175000	0.071000	0.040000	0.047000	0.034000	0.015000	0.013000	0.009000	0.008000	0.000000	0.413000	4.299000	5.277000	6.006000	6.546000	6.931000	7.180000	7.311000	7.336000	7.265000	7.106000	6.867000	6.553000	6.170000	5.723000	5.215000	4.651000	4.036000	3.378000	2.690000	1.994000	4.002000	5.089000	5.908000	6.522000	6.966000	7.264000	7.435000	7.492000	7.449000	0.314000	7.095000	6.798000	6.431000	5.996000	5.500000	4.946000	4.339000	3.685000	2.995000	2.287000	0.424000	3.907000	-0.334000	6.631000	5.670000	4.678000	0.179000	0.116000	0.073000	2.771000	1.888000	1.291000	0.075000	0.039000	0.020000	12.535000	8.737000	7.949000	6.631000	5.670000	4.678000	3.045000	133.091995	4.109000	2.870000	1.590000	25.635000	0.281000	0.420000	0.830000	1.358000	38.028000	0.283000	3.449000	0.259000	2.788000	78.077003	0.580000	2.019000	0.531000	3.611000	101.096001	0.751000	1.197000	0.688000	4.325000	121.096001	0.900000	0.482000	0.824000	4.522000	126.606003	0.941000	0.286000	0.862000	4.522000	126.606003	0.941000	0.286000	0.862000	49.132999	49.144001	64.324997	49.189999	67.400002	0.750000	0.748000	-2.862000	0.740000	-3.601000	97.516998	97.540001	131.860992	97.639999	139.470001	3.837000	0.213000	19.429001	1.079000	4.184000	0.232000	19.503000	1.083000	4.190000	0.233000	19.499001	1.083000	4.190000	0.233000	9.499000	1.083000	4.169000	0.232000	19.507000	1.084000	4.190000	0.233000	19.499001	1.083000	4.160000	0.231000	19.509001	1.084000	37.000000	49.000000	64.000000	67.000000	70.000000	75.000000	77.000000	63.000000	4.554000	5.115000	5.663000	5.868000	6.178000	6.524000	6.873000	7.028000	108.003998	37.140999	18.336000	1.000000	3.000000	0.000000	3.952000	3.746000	3.343000	2.905000	2.673000	2.617000	2.530000	2.241000	1.997000	1.897000	1.460000	1.082000	1.063000	0.970000	0.784000	0.484000	3.905000	3.747000	3.278000	2.802000	2.647000	2.637000	2.413000	2.055000	2.020000	1.883000	1.498000	1.088000	0.996000	0.928000	0.838000	0.586000	3.982000	3.800000	3.395000	2.956000	2.769000	2.758000	2.627000	2.362000	1.927000	1.802000	1.347000	0.885000	0.799000	0.751000	0.535000	0.194000	3.905000	3.751000	3.279000	2.802000	2.660000	2.644000	2.417000	2.044000	2.019000	1.873000	1.494000	1.083000	0.966000	0.909000	0.832000	0.574000	13.869210	8.000000	1.768090	4.000000	11.942520	0.383150	2.000000	5.649490	1.000000	11.942520	0.383150	2.000000	5.649490	1.000000	13.869210	8.000000	1.768090	4.000000	11.942520	0.383150	2.000000	5.649490	1.000000	1.297830	3.605690	1.000000	7.803110	7.837320	6.000000	0.664030	1.000000	-0.230000	0.140000	-0.256000	0.134000	-0.191000	-0.015000	0.315000	-0.295000	0.138000	-0.309000	-0.137000	-0.066000	-0.088000	-0.137000	-0.108000	-0.135000	-0.097000	-0.418000	-0.631000	-0.814000	8.542000	4.445000	-3.851000	2.181000	-0.457000	151.649994	-69590.156250	-3301.320068	-38.276001	-403063.687500	333473.593750	68.669998	691.250000	345.779999	2.030000	-4.440000	-9.356000	-0.544068
